# 4 3.000000
0.000000 -5.343819e-01 2.170797e-01 7.536507e-01 -3.151555e-01 6.335842e-01 -1.185603e-01 6.724020e-01 3.638544e-01 -6.975406e-01 -2.715815e-01 6.057974e-01 2.696110e-01 8.384154e-02 3.278508e-01 9.200674e-01 1.973841e-01
0.800000 -5.566511e-01 1.588083e-01 7.611803e-01 -2.924448e-01 6.712538e-01 6.771854e-02 7.308743e-01 -1.032249e-01 -7.568190e-01 1.065764e-01 6.109963e-01 -2.062763e-01 1.015475e-01 1.863877e-03 9.900342e-01 9.755460e-02
1.600000 -6.103150e-01 -8.275813e-02 7.877667e-01 -9.501150e-03 6.639536e-01 2.623498e-02 7.337331e-01 -1.418206e-01 -6.968475e-01 2.764341e-01 6.498137e-01 -1.254189e-01 5.545652e-01 1.105694e-01 8.174906e-01 -1.092743e-01
2.400000 -6.247246e-01 7.575584e-02 7.130410e-01 3.091160e-01 5.793238e-01 3.774769e-01 7.113396e-01 -1.260601e-01 -6.998275e-01 6.821602e-02 6.943149e-01 -1.533455e-01 4.460738e-01 3.508559e-01 8.080846e-01 -1.578529e-01
3.200000 -4.895299e-01 -2.832392e-01 7.546267e-01 3.326778e-01 5.851927e-01 -2.453655e-01 7.727133e-01 1.610738e-02 -6.626500e-01 -2.313234e-01 6.068348e-01 3.730093e-01 3.898357e-01 -4.075061e-02 9.109892e-01 1.283204e-01
4.000000 -5.327690e-01 -7.399760e-02 8.271614e-01 1.627438e-01 5.724141e-01 9.611639e-02 8.029318e-01 -1.356624e-01 -7.881740e-01 4.544760e-02 6.073546e-01 -8.852461e-02 2.499121e-01 -5.852856e-02 8.043880e-01 -5.357968e-01
4.800000 -5.312171e-01 1.050387e-01 8.261834e-01 -1.555515e-01 5.181514e-01 -2.864493e-02 8.376856e-01 -1.702394e-01 -7.539296e-01 -1.596014e-01 5.917225e-01 -2.366051e-01 4.372007e-01 -1.936694e-01 8.410863e-01 2.528271e-01
5.600000 -5.509111e-01 -3.844991e-02 7.071401e-01 -4.415558e-01 4.679699e-01 -3.393415e-01 8.040702e-01 -1.390057e-01 -7.387381e-01 -5.353733e-02 6.453477e-01 -1.868852e-01 4.180673e-01 1.343996e-02 8.331314e-01 -3.618441e-01
6.400000 -4.829960e-01 1.582762e-01 7.975091e-01 -3.250272e-01 3.857672e-01 2.459674e-01 8.777346e-01 1.423578e-01 -6.673736e-01 4.550776e-01 5.431247e-01 2.291995e-01 4.309156e-01 -9.190994e-02 8.963877e-01 4.851089e-02
7.200000 -5.132224e-01 6.732083e-02 8.527281e-01 -7.018220e-02 4.254585e-01 -8.171269e-02 8.995484e-01 5.586296e-02 -8.672605e-01 6.502516e-03 4.892022e-01 -9.218511e-02 2.114306e-01 -2.036117e-01 8.680853e-01 4.003340e-01
8.000000 -5.083407e-01 -1.860469e-01 8.380055e-01 6.872445e-02 4.688928e-01 -6.271953e-02 8.691678e-01 -1.440595e-01 -9.035453e-01 3.332389e-02 3.312784e-01 2.697222e-01 2.468912e-01 1.315449e-01 9.596772e-01 -2.757517e-02
8.800000 -5.078492e-01 -1.432247e-01 7.145563e-01 4.593313e-01 4.593917e-01 -9.130466e-02 8.798673e-01 8.035098e-02 -9.273595e-01 -2.235417e-01 2.583858e-01 -1.525458e-01 4.312435e-01 -1.975591e-01 8.647582e-01 -1.649019e-01
9.600000 -6.161547e-01 2.551242e-03 7.868898e-01 3.393230e-02 4.347145e-01 2.363663e-01 7.650462e-01 -4.121391e-01 -9.761687e-01 -5.973048e-02 1.979598e-01 6.586994e-02 6.367363e-02 -5.206474e-01 7.356696e-01 4.285582e-01
10.400000 -6.299049e-01 1.935245e-02 7.762195e-01 1.812599e-02 4.491759e-01 1.303469e-01 8.837325e-01 1.635788e-02 -9.402164e-01 1.107878e-01 3.219820e-01 6.840748e-03 -5.523292e-01 2.737828e-01 7.653703e-01 1.848884e-01
11.200000 -6.124350e-01 1.423689e-01 7.735695e-01 -7.902303e-02 3.980431e-01 4.617654e-02 8.994662e-01 1.743273e-01 -8.855729e-01 3.871181e-01 2.475501e-01 6.796398e-02 -1.864400e-01 -5.072906e-01 7.441240e-01 -3.926524e-01
12.000000 -6.486691e-01 1.597672e-01 6.731915e-01 -3.170427e-01 4.647373e-01 -2.457271e-01 8.489188e-01 5.453653e-02 -9.212415e-01 -6.209457e-02 1.925478e-01 -3.322403e-01 3.726812e-02 2.417564e-01 9.648209e-01 -9.636181e-02
12.800000 -6.589515e-01 1.144273e-01 6.333548e-01 -3.892955e-01 4.232148e-01 2.126670e-01 8.663428e-01 -1.584683e-01 -8.644521e-01 1.013960e-01 3.574470e-01 3.386342e-01 -1.238003e-01 -8.573794e-03 9.901117e-01 6.541272e-02
13.600000 -7.346346e-01 1.418475e-02 6.624112e-01 1.460213e-01 4.308327e-01 6.893587e-02 8.997099e-01 1.237555e-02 -9.040664e-01 5.138287e-02 4.200284e-01 -5.999851e-02 -1.028433e-01 -4.708155e-01 8.615547e-01 -1.596232e-01
14.400000 -6.934704e-01 -1.285991e-01 6.389727e-01 3.070421e-01 4.679093e-01 1.897571e-01 8.620619e-01 4.361589e-02 -9.452664e-01 2.727836e-02 3.066374e-01 1.081706e-01 -3.562132e-01 2.719953e-01 7.963872e-01 4.060765e-01
15.200000 -5.993521e-01 -2.671413e-01 7.131810e-01 2.465472e-01 4.559548e-01 4.246853e-02 8.583069e-01 -2.315403e-01 -9.576305e-01 6.840995e-02 2.648700e-01 9.004345e-02 -4.426429e-01 7.765626e-01 2.491991e-01 3.727164e-01
16.000000 -6.583510e-01 -6.520236e-02 7.480854e-01 5.187328e-02 5.266366e-01 -7.766796e-02 8.415333e-01 -9.188767e-02 -9.612454e-01 -1.918744e-01 1.583217e-01 -1.188515e-01 -9.689321e-01 1.234166e-01 -8.452619e-02 1.969627e-01
16.800000 -6.581620e-01 1.410833e-01 7.292748e-01 -1.227868e-01 6.147379e-01 1.607751e-02 7.818052e-01 -1.030514e-01 -8.790013e-01 3.073103e-01 4.052520e-02 -3.623186e-01 -6.395368e-01 1.561472e-01 7.518670e-01 -3.614809e-02
17.600000 -6.114265e-01 1.027150e-02 5.368439e-01 -5.812493e-01 6.645091e-01 -3.010832e-01 5.897789e-01 -3.463198e-01 -9.884291e-01 1.357704e-01 -6.759955e-02 -2.156663e-03 -5.205106e-01 -1.633471e-01 7.952961e-01 2.643684e-01
18.400000 -6.678030e-01 7.800645e-02 7.225911e-01 -1.606742e-01 7.487237e-01 1.090578e-02 5.886701e-01 3.045675e-01 -8.883414e-01 7.535969e-02 -3.303207e-03 4.529454e-01 -2.473349e-01 -7.732318e-01 5.546063e-01 -1.826197e-01
19.200000 -6.395298e-01 1.906122e-01 7.442183e-01 2.842068e-02 7.616876e-01 4.233862e-01 4.808694e-01 -9.664727e-02 -9.623382e-01 1.910800e-01 -1.914735e-01 2.704852e-02 -1.299307e-01 4.020069e-01 9.060037e-01 2.580275e-02
20.000000 -6.299569e-01 -1.021347e-01 7.245399e-01 2.603166e-01 9.018945e-01 1.849632e-01 3.171913e-01 -2.275183e-01 -7.923809e-01 5.873862e-01 -1.310365e-01 9.969688e-02 7.367884e-02 -6.699383e-01 5.652221e-01 4.756870e-01
